3575	1.737	7.738	0
10048	8.714	16.481	0
21547	19.113	40.737	0
38746	48.755	107.997	0
65839	88.141	143.205	0
100668	151.707	223.235	0
598	0.272	0.67	0
920	0.481	1.152	0
530	0.222	0.571	0
636	0.281	0.697	0
276	0.117	0.303	0
325	0.142	0.36	0
1504	0.508	1.627	0
1080	0.309	0.997	0
2558	0.853	0	10.142
2432	0.849	0	10.025
10354	5.962	12.15	0
9974	4.574	11.481	0
9970	4.576	11.46	0
10714	5.036	12.432	0
11072	5.257	12.973	0
9620	4.338	10.855	0
10362	4.81	11.995	0
6608	2.654	7.391	0
12920	6.534	15.675	0
292	0.148	0.318	0
306	0.137	0.319	0
436	0.135	0.41	0
492	0.156	0.46	0
3575	1.612	6.041	0
3575	1.659	4.185	0
10048	5.604	13.485	0
21547	15.344	32.594	0
3575	1.602	4.179	0
10048	5.568	13.463	0
21547	15.228	32.545	0
38746	44.266	70.939	0
65839	74.718	137.08	0
100668	162.218	279.18	0
598	0.297	0.795	0
920	0.531	1.138	0
530	0.265	0.596	0
636	0.36	0.718	0
276	0.125	0.397	0
325	0.167	0.448	0
1504	0.579	1.717	0
1080	0.386	1.06	0
2558	0.949	0	11.65
2432	1.163	0	10.538
10354	5.113	12.653	0
9974	6.011	13.843	0
9970	5.147	12.827	0
10714	5.577	13.451	0
11072	5.822	14.518	0
9620	4.772	12.647	0
10362	5.14	13.473	0
6608	2.852	8.107	0
12920	7.547	17.761	0
292	0.161	0.366	0
306	0.169	0.388	0
436	0.147	0.435	0
492	0.168	0.608	0
