283	0.257	0	1.112
894	0.365	0	3.072
1653	0.717	0	6.122
2066	1.039	0	10.199
3176	1.212	0	11.374
3763	1.481	0	12.212
4294	1.589	0	15.282
4548	1.555	4.31	0
5480	1.623	0	18.694
6194	2.438	0	20.557
6849	2.296	0	22.83
7112	2.385	0	23.789
8164	2.781	0	26.523
8710	2.847	0	31.512
9256	2.93	0	33.027
10097	3.326	0	35.65
10398	3.462	0	36.593
10922	3.617	9.802	0
11856	3.585	0	40.903
12674	3.859	0	43.714
13283	4.215	0	45.431
13482	4.348	0	46.086
14318	4.616	0	48.944
15177	5.014	14.207	0
15351	4.986	0	51.894
16416	5.243	0	60.778
16610	5.53	0	61.319
17219	5.62	0	63.091
17977	5.482	0	65.562
18687	6.561	0	68.016
19148	5.683	0	69.091
20226	6.159	0	73.107
20307	6.319	0	73.504
21419	6.846	0	76.384
21915	6.943	0	77.976
22747	7.339	0	80.397
23045	7.564	21.938	0
23667	7.29	0	83.516
24107	7.699	0	84.61
24996	7.897	0	87.553
25772	8.672	0	92.132
26335	11.806	0	114.224
26930	8.764	0	102.991
27662	13.713	0	105.678
27941	9.507	0	106.356
29068	9.573	0	102.266
29524	12.68	0	127.944
