74	0.023	0	0.313
164	0.051	0	0.689
214	0.061	0	0.843
262	0.087	0	1.008
394	0.135	0	1.678
461	0.161	0	1.737
577	0.191	0	2.348
614	0.23	0	2.401
773	0.312	0	2.936
794	0.316	0	3.036
916	0.35	0	3.441
998	0.399	0	3.654
1066	0.408	0	4.319
1180	0.519	0	4.59
1236	0.573	0	4.866
1340	0.431	2.043	0
1458	0.514	0	5.387
1537	0.866	0	5.655
1624	0.793	0	8.678
1714	0.968	0	9.466
1780	0.792	0	7.699
1838	0.872	0	7.191
1944	0.832	0	7.299
2021	0.836	0	12.918
2132	2.159	0	17.076
2164	2.602	0	10.079
2295	1.095	0	8.987
2379	1.057	0	12.35
2426	1.115	0	10.242
2533	1.085	0	9.528
2612	1.108	0	13.467
2685	1.156	0	10.62
2783	1.229	0	10.274
2856	1.174	0	10.493
2984	1.38	0	11.031
3026	1.329	0	11.408
3179	1.418	0	11.595
3207	1.368	0	15.994
3344	1.414	0	12.449
3390	1.588	0	12.406
3520	1.507	0	12.749
3547	1.559	0	13.106
3700	1.681	0	13.273
3763	1.597	0	13.469
3909	1.712	0	14.154
3915	1.705	0	13.934
4047	1.747	0	15.968
4129	4.069	0	22.087
4219	1.617	0	19.924
4251	1.821	0	17.476
4332	1.715	0	20.894
4410	2.136	0	18.504
4531	2.158	0	21.104
4639	4.69	0	26.725
4700	5.441	0	31.996
4813	2.178	0	26.585
4899	2.563	0	19.523
4976	2.132	0	18.938
5049	2.032	0	19.131
5136	2.204	0	19.293
5204	1.973	0	21.048
5293	2.634	0	21.132
5393	2.122	5.834	0
5416	2.071	0	20.335
5623	2.145	0	25.182
5658	2.386	0	23.06
5764	2.144	0	21.65
5838	2.348	0	21.437
5951	2.64	0	22.187
5988	2.373	0	22.114
6191	2.488	0	22.779
6177	2.25	0	22.984
6257	2.339	0	22.914
6344	2.567	0	23.499
6495	2.664	0	23.656
6527	2.644	0	24.041
6570	2.463	0	24.337
6703	2.605	0	24.265
6814	2.575	0	25.107
6815	2.531	0	24.895
6958	2.797	0	25.154
7039	2.616	0	25.861
7181	2.646	0	25.86
7155	2.66	0	31.335
7233	4.379	0	45.137
7437	3.299	9.51	0
7452	2.818	0	28.753
7611	2.651	0	27.56
7669	2.912	0	33.134
7723	3.497	0	35.948
7825	4.419	0	28.702
7884	2.793	0	29.629
7987	2.847	0	30.192
8080	3.132	0	35.656
8128	2.88	0	31.029
8305	3.025	0	32.423
8296	2.936	0	32.349
8459	3.032	0	34.207
8520	2.973	0	33.388
8638	2.94	0	35.516
331	0.16	0	1.611
1516	0.494	0	7.232
2379	1.214	0	12.484
3002	0.955	0	12.835
4121	2.573	0	18.231
4747	2.344	0	22.471
5193	4.237	0	20.615
6461	4.078	0	24.696
7299	5.303	0	26.512
8117	5.462	0	29.962
8777	6.721	0	33.969
10137	6.8	0	38.022
11064	7.41	0	43.144
11312	6.787	0	42.394
12314	6.263	0	45.688
13466	7.347	0	50.12
14377	8.802	0	53.463
15225	6.609	0	56.447
16404	7.663	0	65.262
17143	9.053	0	68.615
17653	7.876	0	69.222
18145	7.701	0	71.389
19387	7.656	0	75.401
19978	6.909	0	78.111
21005	8.097	0	82.778
22103	7.625	0	84.776
23061	9.078	0	93.601
23856	11.544	0	91.515
24308	8.623	0	95.486
25723	9.485	0	98.282
26553	10.354	0	102.727
27385	9.853	0	104.212
27713	10.519	0	105.523
28848	11.022	0	113.334
29625	10.993	0	112.288
30860	12.444	0	117.267
31845	12.324	0	123.332
32026	12.585	0	121.491
33541	13.765	0	137.536
34004	13.762	0	142.311
35209	15.762	0	144.614
35957	15.999	0	146.004
37020	17.065	0	150.38
37404	16.575	0	151.584
38019	20.5	0	157.151
39416	17.313	0	161.903
40356	17.379	0	165.639
41023	19.394	0	166.542
42203	20.126	0	168.904
43028	19.941	0	172.574
43837	20.887	0	175.007
45024	22.004	0	178.469
45739	22.531	0	181.208
46229	22.594	0	182.898
46883	22.102	0	187.186
48279	24.982	0	192.725
49059	24.956	0	197.84
49539	27.16	0	198.708
50350	25.119	0	203.846
51301	26.473	0	206.086
52094	27.044	0	208.312
53124	27.951	0	213.935
54168	29.798	0	215.818
55111	29.668	0	219.418
55323	29.672	0	221.884
56927	33.093	0	226.315
57649	31.486	0	229.758
58166	32.326	0	232.166
59540	32.976	0	236.638
60311	34.652	83.465	0
61428	33.076	0	240.341
62031	36.449	0	246.944
62623	36.198	0	247.522
64011	37.712	0	251.337
63998	36.681	0	254.605
65679	37.579	0	282.617
65855	37.275	0	280.725
66693	39.993	0	283.768
67993	40.241	0	288.861
68867	42.051	0	291.73
69536	41.242	0	294.688
70104	41.888	0	296.477
70844	41.9	0	300.735
72024	43.313	0	304.152
73174	43.495	0	308.39
74089	45.802	0	310.872
74831	43.861	0	315.108
75697	45.345	0	318.21
76440	46.184	0	321.287
77793	46.646	0	325.444
78404	48.507	0	326.96
78945	47.354	0	329.591
80080	49.148	0	333.806
80816	50.76	0	336.062
81562	49.407	0	339.726
82710	50.205	0	343.568
83043	52.295	0	344.573
83916	52.952	0	348.147
85372	53.463	0	352.992
86125	53.55	0	355.979
