327	0.118	0	1.288
1599	0.623	0	5.899
2173	1.764	0	11.621
2695	1.313	0	10.597
3551	1.47	0	13.288
5046	1.936	0	19.043
5411	2.273	0	20.6
6576	2.683	0	23.858
7515	3.158	0	26.973
7833	3.158	0	28.365
8797	3.28	0	34.276
10339	3.737	0	39.39
11185	4.25	0	42.209
11294	4.03	0	42.906
12167	4.364	0	45.547
13744	4.756	0	50.887
14314	5.26	0	53.058
15235	5.572	0	56.08
16144	5.796	0	59.283
16611	6.129	0	66.439
17587	6.381	0	69.938
18755	7.008	0	74.024
19827	7.315	0	77.891
20307	7.449	0	79.713
21062	8.312	0	81.938
22397	8.208	0	86.754
22586	8.228	0	87.402
23621	8.744	0	91.067
24788	9.236	0	95.235
25667	9.77	0	98.273
26138	10.674	0	100.253
27313	11.279	0	104.275
28040	11.287	34.788	0
28855	11.227	0	110.085
29827	12.234	0	113.672
30627	12.873	0	116.204
31207	13.101	0	118.433
31972	13.448	0	121.1
33353	14.299	0	136.956
34529	15.188	0	141.606
35332	15.629	0	144.055
35793	15.841	0	145.513
36413	16.368	0	148.35
38000	17.376	0	153.644
38618	17.769	0	156.308
39123	18.379	0	158.427
40685	19.07	0	164.063
41275	19.538	0	165.996
42340	19.945	0	169.433
42766	20.82	0	171.106
43532	20.822	0	173.153
44331	21.604	0	176.563
45392	22.101	0	180.2
46139	22.558	0	182.917
47274	23.685	0	187.565
48016	24.229	0	190.196
