1024	0.42	1.168	0
128	0.053	0.14	0
131072	149.05	252.031	0
16384	15.455	30.819	0
2048	0.871	2.5	0
256	0.102	0.287	0
32768	19.969	50.951	0
32	0.012	0.046	0
4096	1.846	5.176	0
512	0.221	0.565	0
64	0.025	0.07	0
65536	54.854	113.949	0
8192	4.458	10.492	0
100000	46.214	125.841	0
10000	3.056	10.476	0
1000	0.297	1.001	0
100	0.024	0.094	0
10	0	0.009	0
20000	6.305	22.38	0
2000	0.594	2.049	0
200	0.053	0.189	0
20	0.003	0.018	0
300	0.085	0.295	0
400	0.111	0.384	0
50000	19.329	59.349	0
5000	1.503	5.177	0
500	0.14	0.474	0
50	0.012	0.046	0
600	0.169	0.571	0
700	0.196	0.668	0
800	0.227	0.766	0
900	0.26	0.872	0
29	0.016	0.04	0
29	0.015	0.039	0
406	4.609	5.192	0
406	4.606	5.202	0
609	10.44	11.611	0
609	10.455	11.602	0
58	0.083	0.123	0
58	0.082	0.123	0
812	18.678	22.381	0
812	19.738	20.7	0
986	27.359	30.613	0
986	27.385	30.702	0
87	0.205	0.256	0
87	0.207	0.254	0
116	0.364	0.438	0
116	0.363	0.436	0
203	1.142	1.301	0
203	1.131	1.281	0
