1001	0.291	0	3.829
1001	0.286	0	3.831
1000	0.294	0	4.432
1000	0.318	0	6.516
1001	0.675	0	5.061
1001	0.299	0	3.879
1001	0.284	0	3.706
1001	0.282	0	3.717
1001	0.405	0	3.691
1001	0.289	0	3.675
1000	0.295	0	3.867
1000	0.284	0	3.827
1001	0.318	0	4.216
1001	0.285	0	4.017
1000	0.282	0	4.236
1000	0.279	0	4.113
1001	0.286	0	3.644
1001	0.336	0	3.534
1000	0.289	0	3.875
1000	0.285	0	3.879
1000	0.29	0	3.874
1001	0.298	0	3.852
1001	0.292	0	3.675
1000	0.278	0	4.057
1000	0.274	0	3.653
1001	0.281	0	3.859
1000	0.279	0	3.873
1001	0.278	0	4.111
1000	0.293	0	4.018
1001	0.314	0	4.281
1001	0.288	0	3.989
1000	0.28	0	3.968
1000	0.278	0	4.452
1000	0.283	0	3.642
1000	0.292	0	3.516
1000	0.291	0	4.077
1000	0.289	0	3.67
1001	0.281	0	4.16
1001	0.283	0	4.018
1001	0.285	0	3.932
1000	0.283	0	3.801
1001	0.3	0	4.179
1000	0.29	0	4.028
1000	0.304	0	4.178
1002	0.288	0	3.931
1002	0.281	0	3.663
1001	0.278	0	4.063
1000	0.29	0	3.996
1001	0.278	0	3.564
1000	0.283	0	3.692
1000	0.321	0	4.8
1000	0.299	0	4.305
1000	0.284	0	3.991
1000	0.282	0	3.858
1000	0.289	0	3.875
1002	0.286	0	3.56
1000	0.3	0	3.64
1000	0.282	0	4.12
1002	0.292	0	4.043
1000	0.3	0	4.135
1000	0.287	0	3.497
1000	0.283	0	3.915
1001	0.299	0	4.16
1000	0.287	0	4.04
1001	0.288	0	3.678
1001	0.287	0	4.199
1002	0.288	0	3.945
1000	0.279	0	3.974
1000	0.293	0	4.055
1000	0.293	0	3.922
1000	0.283	0	3.647
1000	0.282	0	4.216
1001	0.282	0	4.033
1000	0.282	0	3.652
1001	0.281	0	4.048
1000	0.549	0	5.057
1000	0.31	0	4.337
1001	0.281	0	5.13
1000	0.401	0	4.676
1001	0.291	0	4.095
1000	0.291	0	4.199
1000	0.342	0	4.396
1000	0.316	0	4.346
1001	0.281	0	3.973
1000	0.296	0	5.131
1000	0.282	0	3.812
1001	0.284	0	4.112
1000	0.351	0	4.531
1001	0.283	0	4.373
1001	0.305	0	4.004
1001	0.285	0	4.035
1001	0.277	0	4.07
1000	0.283	0	4.036
1000	0.31	0	4.634
1000	0.294	0	3.608
1000	0.29	0	4.143
1001	0.281	0	3.982
1002	0.28	0	4.097
1000	0.292	0	4
1000	0.288	0	4.134
1000	0.28	0	4.197
1001	0.277	0	4.353
1001	0.388	0	3.813
1001	0.28	0	4.153
1001	0.299	0	3.665
1002	0.29	0	3.667
1000	0.3	0	4.114
1000	0.284	0	3.957
1000	0.283	0	3.758
1000	0.289	0	4.117
1001	0.282	0	4.185
1000	0.306	0	3.814
1000	0.292	0	3.996
1002	0.309	0	4.141
1001	0.287	0	4.545
1000	0.303	0	4.187
1000	0.283	0	3.46
1000	0.287	0	4.007
1000	0.282	0	3.538
1001	0.291	0	4.106
1000	0.278	0	3.672
1000	0.283	0	4.122
1000	0.285	0	3.698
1000	0.281	0	4.194
1001	0.279	0	4.103
1000	0.279	0	4.066
1000	0.299	0	3.525
1001	0.281	0	3.544
1000	0.291	0	4.162
1000	0.293	0	3.725
1000	0.293	0	3.897
1000	0.297	0	3.587
1000	0.283	0	3.593
1000	0.29	0	3.574
1000	0.286	0	3.782
1000	0.291	0	3.714
1001	0.299	0	3.832
1000	0.278	0	4.268
1003	0.305	0	3.658
1000	0.283	0	3.514
1000	0.284	0	3.706
1001	0.288	0	3.682
1001	0.279	0	4.047
1000	0.282	0	4.111
1000	0.296	0	3.518
1000	0.282	0	4.048
1000	0.304	0	3.547
1000	0.291	0	4.035
1001	0.291	0	3.561
1001	0.282	0	4.161
1002	0.281	0	3.797
1001	0.283	0	3.782
1000	0.287	0	3.581
1000	0.515	0	4.233
1001	0.286	0	3.966
1000	0.291	0	3.753
1000	0.283	0	3.948
1001	0.284	0	3.883
1002	0.279	0	3.663
1001	0.297	0	3.553
1000	0.283	0	4.005
1000	0.285	0	3.579
1000	0.281	0	4.189
1001	0.282	0	4.122
1001	0.283	0	4.083
1000	0.293	0	3.638
1000	0.287	0	3.953
1000	0.291	0	4.072
1000	0.281	0	4.235
1001	0.285	0	4.173
1001	0.282	0	4.116
1000	0.291	0	4.023
1000	0.279	0	4.149
1000	0.296	0	3.517
1000	0.281	0	4.113
1002	0.28	0	4.077
1000	0.283	0	4.18
1000	0.323	0	3.903
1000	0.282	0	3.983
1002	0.287	0	3.931
1002	0.297	0	4.184
1002	0.289	0	3.487
1002	0.317	0	4.588
1001	0.279	0	3.829
1002	0.314	0	8.22
1002	0.325	0	5.98
1002	0.55	0	6.715
1000	1.116	0	5.521
1000	0.305	0	4.215
1000	0.291	0	4.665
1000	0.306	0	3.973
1000	0.293	0	5.268
1000	0.302	0	4.256
1001	0.302	0	4.392
1000	0.404	0	5.119
1000	0.304	0	4.177
1001	0.299	0	5.2
1002	0.485	0	5.129
1001	0.352	0	5.054
1002	0.293	0	4.647
1001	0.281	0	4.821
1000	0.305	0	4.359
1001	0.299	0	4.242
1002	0.302	0	4.354
1002	0.293	0	3.663
1002	0.544	0	4.38
1000	0.293	0	4.274
1001	0.328	0	6.604
1000	0.362	0	4.479
1001	0.305	0	3.999
1003	0.336	0	5.78
1000	0.295	0	3.844
1000	0.281	0	4.571
1000	0.288	0	4.246
1000	0.436	0	4.912
1000	0.311	0	4.144
1000	0.283	0	4.293
1002	0.486	0	7.421
1000	0.523	0	6.17
1001	0.367	0	5.611
1001	0.292	0	5.388
1000	0.305	0	4.369
1001	0.433	0	4.96
1001	0.299	0	4.31
1000	0.29	0	3.881
1000	0.292	0	3.543
1001	0.277	0	3.885
1000	0.28	0	4.105
1000	0.321	0	6.57
1001	0.34	0	8.39
1000	0.407	0	4.519
1002	0.356	0	5.809
1000	0.285	0	3.888
1000	0.284	0	5.565
1000	0.302	0	3.825
1002	0.291	0	4.308
1000	0.311	0	5.797
1001	0.292	0	3.913
1000	0.291	0	5.347
1001	0.321	0	4.884
1000	0.288	0	3.77
1000	0.279	0	4.168
1000	0.287	0	4.639
1000	0.328	0	3.884
1000	0.281	0	4.171
1000	0.31	0	4.505
1000	0.289	0	4.487
1001	0.294	0	4.022
1001	0.317	0	4.531
1001	0.323	0	4.366
1001	0.944	0	6.505
1001	0.305	0	4.272
1000	0.309	0	3.969
1001	0.336	0	3.926
1000	0.303	0	4.053
1001	0.299	0	4.18
1001	0.319	0	4.215
1001	0.37	0	4.68
1003	0.315	0	4.394
1000	0.294	0	6.766
1000	0.313	0	3.926
1001	0.314	0	4.556
1001	0.298	0	3.607
1000	0.304	0	4.352
1000	0.305	0	4.28
1001	0.311	0	4.138
1000	0.297	0	4.222
1002	0.342	0	5.678
1001	0.293	0	3.922
1000	0.33	0	4.133
1000	0.284	0	3.919
1001	0.287	0	4.295
1003	0.284	0	4.255
